#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
TISSUES	BTO:0001489	Whole body	60	13099	0.16	5.10e-06	9606.ENSP00000188790,9606.ENSP00000216802,9606.ENSP00000216962,9606.ENSP00000224807,9606.ENSP00000233025,9606.ENSP00000253413,9606.ENSP00000261263,9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000264065,9606.ENSP00000273258,9606.ENSP00000273398,9606.ENSP00000290349,9606.ENSP00000291568,9606.ENSP00000294360,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000303992,9606.ENSP00000308405,9606.ENSP00000309477,9606.ENSP00000323867,9606.ENSP00000324422,9606.ENSP00000325240,9606.ENSP00000328088,9606.ENSP00000330074,9606.ENSP00000331019,9606.ENSP00000331897,9606.ENSP00000341625,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000347495,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000354612,9606.ENSP00000355325,9606.ENSP00000357695,9606.ENSP00000357980,9606.ENSP00000360021,9606.ENSP00000363745,9606.ENSP00000364119,9606.ENSP00000364935,9606.ENSP00000364949,9606.ENSP00000366694,9606.ENSP00000367220,9606.ENSP00000370254,9606.ENSP00000371554,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000380781,9606.ENSP00000399457,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000422896,9606.ENSP00000431240,9606.ENSP00000446252,9606.ENSP00000478061,9606.ENSP00000480270,9606.ENSP00000499935	FAP,PSME2,PYGB,SFXN3,SPCS1,ATP6V1E1,RAB21,ATP5F1B,COTL1,DNAJC10,ARL6IP5,ATP6V1A,CBR1,CSTB,CZIB,ANXA5,HSPA9,PA2G4,TMEM43,H2AZ2,ACO1,PRKAG1,ZYX,LASP1,PAWR,H1-5,RPS27L,IDH2,CYB5A,RPL22,DDX21,WARS1,RAC1,PCBP2,CYB5R3,PTGS1,PSMB5,S100A16,HTRA1,GNG12,HNRNPR,EIF2S2,CLIC1,DDAH2,KCTD12,ACTR2,AKR1C1,SOD3,CCT4,VDAC1,NFIX,DDOST,NDRG1,LAMP2,SEPTIN11,RPLP2,SOD2,MARCKS,PPP1R18,AK2
TISSUES	BTO:0000142	Brain	39	5733	0.33	8.13e-06	9606.ENSP00000216962,9606.ENSP00000253413,9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000264065,9606.ENSP00000273258,9606.ENSP00000273398,9606.ENSP00000290349,9606.ENSP00000294360,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000303992,9606.ENSP00000308405,9606.ENSP00000325240,9606.ENSP00000331897,9606.ENSP00000346088,9606.ENSP00000347495,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000354612,9606.ENSP00000355325,9606.ENSP00000357695,9606.ENSP00000360021,9606.ENSP00000363745,9606.ENSP00000364949,9606.ENSP00000367220,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000380781,9606.ENSP00000399457,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000422896,9606.ENSP00000431240,9606.ENSP00000446252,9606.ENSP00000478061,9606.ENSP00000499935	PYGB,ATP6V1E1,ATP5F1B,COTL1,DNAJC10,ARL6IP5,ATP6V1A,CBR1,CZIB,ANXA5,HSPA9,PA2G4,TMEM43,H2AZ2,LASP1,IDH2,RPL22,WARS1,RAC1,PCBP2,CYB5R3,PTGS1,PSMB5,S100A16,GNG12,HNRNPR,DDAH2,ACTR2,CCT4,VDAC1,NFIX,DDOST,NDRG1,LAMP2,SEPTIN11,RPLP2,SOD2,MARCKS,AK2
TISSUES	BTO:0000282	Head	42	6642	0.3	1.11e-05	9606.ENSP00000216962,9606.ENSP00000224807,9606.ENSP00000253413,9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000264065,9606.ENSP00000273258,9606.ENSP00000273398,9606.ENSP00000290349,9606.ENSP00000294360,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000303992,9606.ENSP00000308405,9606.ENSP00000325240,9606.ENSP00000331897,9606.ENSP00000346088,9606.ENSP00000347495,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000354612,9606.ENSP00000355325,9606.ENSP00000357695,9606.ENSP00000360021,9606.ENSP00000363745,9606.ENSP00000364949,9606.ENSP00000366694,9606.ENSP00000367220,9606.ENSP00000370254,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000380781,9606.ENSP00000399457,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000422896,9606.ENSP00000431240,9606.ENSP00000446252,9606.ENSP00000478061,9606.ENSP00000499935	PYGB,SFXN3,ATP6V1E1,ATP5F1B,COTL1,DNAJC10,ARL6IP5,ATP6V1A,CBR1,CZIB,ANXA5,HSPA9,PA2G4,TMEM43,H2AZ2,LASP1,IDH2,RPL22,WARS1,RAC1,PCBP2,CYB5R3,PTGS1,PSMB5,S100A16,GNG12,HNRNPR,DDAH2,KCTD12,ACTR2,AKR1C1,CCT4,VDAC1,NFIX,DDOST,NDRG1,LAMP2,SEPTIN11,RPLP2,SOD2,MARCKS,AK2
TISSUES	BTO:0001271	Leukemia cell	16	1067	0.67	1.91e-05	9606.ENSP00000216802,9606.ENSP00000262030,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000324422,9606.ENSP00000325240,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000352438,9606.ENSP00000363745,9606.ENSP00000364119,9606.ENSP00000364935,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000404854,9606.ENSP00000431240	PSME2,ATP5F1B,ANXA5,HSPA9,ZYX,LASP1,RPL22,DDX21,PCBP2,HNRNPR,EIF2S2,CLIC1,CCT4,VDAC1,NDRG1,RPLP2
TISSUES	BTO:0001690	B-cell lymphoma cell	7	139	1.2	3.80e-05	9606.ENSP00000216802,9606.ENSP00000261263,9606.ENSP00000262030,9606.ENSP00000302886,9606.ENSP00000364935,9606.ENSP00000377958,9606.ENSP00000378487	PSME2,RAB21,ATP5F1B,PA2G4,CLIC1,CCT4,VDAC1
TISSUES	BTO:0000174	Embryonic structure	23	2369	0.48	4.79e-05	9606.ENSP00000188790,9606.ENSP00000216802,9606.ENSP00000261263,9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000290349,9606.ENSP00000291568,9606.ENSP00000296511,9606.ENSP00000303992,9606.ENSP00000324422,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000347495,9606.ENSP00000354468,9606.ENSP00000355325,9606.ENSP00000357980,9606.ENSP00000363745,9606.ENSP00000364119,9606.ENSP00000366694,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000422896,9606.ENSP00000499935	FAP,PSME2,RAB21,ATP5F1B,COTL1,CBR1,CSTB,ANXA5,TMEM43,ZYX,RPL22,DDX21,WARS1,CYB5R3,PSMB5,HTRA1,HNRNPR,EIF2S2,KCTD12,NDRG1,LAMP2,SEPTIN11,AK2
TISSUES	BTO:0000203	Respiratory system	19	1707	0.54	8.68e-05	9606.ENSP00000216962,9606.ENSP00000253413,9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000273258,9606.ENSP00000296511,9606.ENSP00000302886,9606.ENSP00000346088,9606.ENSP00000347495,9606.ENSP00000352438,9606.ENSP00000354612,9606.ENSP00000364119,9606.ENSP00000364935,9606.ENSP00000370254,9606.ENSP00000378487,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000431240,9606.ENSP00000446252	PYGB,ATP6V1E1,ATP5F1B,COTL1,ARL6IP5,ANXA5,PA2G4,RPL22,WARS1,PCBP2,PTGS1,EIF2S2,CLIC1,AKR1C1,VDAC1,NDRG1,LAMP2,RPLP2,SOD2
TISSUES	BTO:0000763	Lung	17	1395	0.58	0.00011	9606.ENSP00000216962,9606.ENSP00000253413,9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000273258,9606.ENSP00000296511,9606.ENSP00000302886,9606.ENSP00000347495,9606.ENSP00000352438,9606.ENSP00000354612,9606.ENSP00000364119,9606.ENSP00000364935,9606.ENSP00000370254,9606.ENSP00000378487,9606.ENSP00000404854,9606.ENSP00000431240,9606.ENSP00000446252	PYGB,ATP6V1E1,ATP5F1B,COTL1,ARL6IP5,ANXA5,PA2G4,WARS1,PCBP2,PTGS1,EIF2S2,CLIC1,AKR1C1,VDAC1,NDRG1,RPLP2,SOD2
TISSUES	BTO:0000634	Integument	20	2112	0.47	0.00046	9606.ENSP00000216962,9606.ENSP00000262030,9606.ENSP00000273258,9606.ENSP00000290349,9606.ENSP00000296511,9606.ENSP00000302886,9606.ENSP00000324422,9606.ENSP00000325240,9606.ENSP00000331897,9606.ENSP00000346120,9606.ENSP00000347495,9606.ENSP00000348461,9606.ENSP00000355325,9606.ENSP00000357695,9606.ENSP00000364935,9606.ENSP00000370254,9606.ENSP00000378487,9606.ENSP00000404854,9606.ENSP00000422896,9606.ENSP00000431240	PYGB,ATP5F1B,ARL6IP5,CBR1,ANXA5,PA2G4,ZYX,LASP1,IDH2,DDX21,WARS1,RAC1,PSMB5,S100A16,CLIC1,AKR1C1,VDAC1,NDRG1,SEPTIN11,RPLP2
TISSUES	BTO:0001078	Placenta	15	1244	0.58	0.00054	9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000290349,9606.ENSP00000296511,9606.ENSP00000303992,9606.ENSP00000324422,9606.ENSP00000346088,9606.ENSP00000347495,9606.ENSP00000354468,9606.ENSP00000357980,9606.ENSP00000363745,9606.ENSP00000364119,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000499935	ATP5F1B,COTL1,CBR1,ANXA5,TMEM43,ZYX,RPL22,WARS1,CYB5R3,HTRA1,HNRNPR,EIF2S2,NDRG1,LAMP2,AK2
TISSUES	BTO:0000131	Blood plasma	9	424	0.82	0.00065	9606.ENSP00000216962,9606.ENSP00000262428,9606.ENSP00000273258,9606.ENSP00000324422,9606.ENSP00000325240,9606.ENSP00000354612,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000422896	PYGB,COTL1,ARL6IP5,ZYX,LASP1,PTGS1,CCT4,VDAC1,SEPTIN11
TISSUES	BTO:0000772	Lymphoblast	7	240	0.96	0.00095	9606.ENSP00000262030,9606.ENSP00000297185,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000352438,9606.ENSP00000377958,9606.ENSP00000431240	ATP5F1B,HSPA9,RPL22,DDX21,PCBP2,CCT4,RPLP2
TISSUES	BTO:0000000	Tissues, cell types and enzyme sources	61	15199	0.1	0.0011	9606.ENSP00000188790,9606.ENSP00000216802,9606.ENSP00000216962,9606.ENSP00000224807,9606.ENSP00000233025,9606.ENSP00000253413,9606.ENSP00000261263,9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000264065,9606.ENSP00000273258,9606.ENSP00000273398,9606.ENSP00000290349,9606.ENSP00000291568,9606.ENSP00000294360,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000303992,9606.ENSP00000308405,9606.ENSP00000309477,9606.ENSP00000323867,9606.ENSP00000324422,9606.ENSP00000325240,9606.ENSP00000328088,9606.ENSP00000330074,9606.ENSP00000331019,9606.ENSP00000331897,9606.ENSP00000341625,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000347495,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000354612,9606.ENSP00000355325,9606.ENSP00000357695,9606.ENSP00000357980,9606.ENSP00000360021,9606.ENSP00000363745,9606.ENSP00000364119,9606.ENSP00000364935,9606.ENSP00000364949,9606.ENSP00000366694,9606.ENSP00000367220,9606.ENSP00000370254,9606.ENSP00000371554,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000380781,9606.ENSP00000399457,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000422896,9606.ENSP00000431240,9606.ENSP00000446252,9606.ENSP00000478061,9606.ENSP00000480270,9606.ENSP00000499501,9606.ENSP00000499935	FAP,PSME2,PYGB,SFXN3,SPCS1,ATP6V1E1,RAB21,ATP5F1B,COTL1,DNAJC10,ARL6IP5,ATP6V1A,CBR1,CSTB,CZIB,ANXA5,HSPA9,PA2G4,TMEM43,H2AZ2,ACO1,PRKAG1,ZYX,LASP1,PAWR,H1-5,RPS27L,IDH2,CYB5A,RPL22,DDX21,WARS1,RAC1,PCBP2,CYB5R3,PTGS1,PSMB5,S100A16,HTRA1,GNG12,HNRNPR,EIF2S2,CLIC1,DDAH2,KCTD12,ACTR2,AKR1C1,SOD3,CCT4,VDAC1,NFIX,DDOST,NDRG1,LAMP2,SEPTIN11,RPLP2,SOD2,MARCKS,PPP1R18,H3-2,AK2
TISSUES	BTO:0000132	Blood platelet	8	363	0.84	0.0015	9606.ENSP00000216962,9606.ENSP00000262428,9606.ENSP00000324422,9606.ENSP00000325240,9606.ENSP00000354612,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000422896	PYGB,COTL1,ZYX,LASP1,PTGS1,CCT4,VDAC1,SEPTIN11
TISSUES	BTO:0000255	Brain cell line	6	188	1.0	0.0023	9606.ENSP00000262030,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000352438,9606.ENSP00000378487,9606.ENSP00000404854	ATP5F1B,HSPA9,PA2G4,PCBP2,VDAC1,NDRG1
TISSUES	BTO:0001424	Uterus	13	1117	0.56	0.0029	9606.ENSP00000233025,9606.ENSP00000262428,9606.ENSP00000296511,9606.ENSP00000303992,9606.ENSP00000309477,9606.ENSP00000324422,9606.ENSP00000341625,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000357695,9606.ENSP00000360021,9606.ENSP00000446252,9606.ENSP00000499935	SPCS1,COTL1,ANXA5,TMEM43,ACO1,ZYX,CYB5A,RPL22,DDX21,S100A16,GNG12,SOD2,AK2
TISSUES	BTO:0000604	Adenocarcinoma cell	9	568	0.69	0.0051	9606.ENSP00000216962,9606.ENSP00000302886,9606.ENSP00000325240,9606.ENSP00000346120,9606.ENSP00000355325,9606.ENSP00000399457,9606.ENSP00000431240,9606.ENSP00000446252,9606.ENSP00000480270	PYGB,PA2G4,LASP1,DDX21,PSMB5,DDOST,RPLP2,SOD2,PPP1R18
TISSUES	BTO:0000082	Male reproductive system	21	2838	0.36	0.0074	9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000264065,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000323867,9606.ENSP00000331897,9606.ENSP00000346088,9606.ENSP00000347495,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000364935,9606.ENSP00000370254,9606.ENSP00000377958,9606.ENSP00000380781,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000422896,9606.ENSP00000431240,9606.ENSP00000446252	ATP5F1B,COTL1,DNAJC10,ANXA5,HSPA9,PA2G4,PRKAG1,IDH2,RPL22,WARS1,PCBP2,CYB5R3,CLIC1,AKR1C1,CCT4,NFIX,NDRG1,LAMP2,SEPTIN11,RPLP2,SOD2
TISSUES	BTO:0001629	Left ventricle	4	78	1.21	0.0077	9606.ENSP00000216962,9606.ENSP00000262030,9606.ENSP00000297185,9606.ENSP00000331897	PYGB,ATP5F1B,HSPA9,IDH2
TISSUES	BTO:0000254	Female reproductive gland	21	3017	0.34	0.0158	9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000264065,9606.ENSP00000290349,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000303992,9606.ENSP00000308405,9606.ENSP00000323867,9606.ENSP00000331897,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000364935,9606.ENSP00000366694,9606.ENSP00000370254,9606.ENSP00000377958,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000431240,9606.ENSP00000446252	ATP5F1B,COTL1,DNAJC10,CBR1,ANXA5,HSPA9,PA2G4,TMEM43,H2AZ2,PRKAG1,IDH2,PCBP2,CYB5R3,CLIC1,KCTD12,AKR1C1,CCT4,NDRG1,LAMP2,RPLP2,SOD2
TISSUES	BTO:0000574	Hematopoietic cell	11	1019	0.53	0.0188	9606.ENSP00000262030,9606.ENSP00000273398,9606.ENSP00000297185,9606.ENSP00000341625,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000431240	ATP5F1B,ATP6V1A,HSPA9,CYB5A,RPL22,DDX21,PCBP2,CYB5R3,CCT4,VDAC1,RPLP2
TISSUES	BTO:0000753	Lymphoid tissue	14	1600	0.44	0.0227	9606.ENSP00000262030,9606.ENSP00000273258,9606.ENSP00000297185,9606.ENSP00000330074,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000347495,9606.ENSP00000352438,9606.ENSP00000364935,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000404854,9606.ENSP00000431240,9606.ENSP00000480270	ATP5F1B,ARL6IP5,HSPA9,H1-5,RPL22,DDX21,WARS1,PCBP2,CLIC1,CCT4,VDAC1,NDRG1,RPLP2,PPP1R18
TISSUES	BTO:0000080	Male reproductive gland	19	2658	0.35	0.0231	9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000264065,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000323867,9606.ENSP00000331897,9606.ENSP00000346088,9606.ENSP00000347495,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000364935,9606.ENSP00000377958,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000422896,9606.ENSP00000431240,9606.ENSP00000446252	ATP5F1B,COTL1,DNAJC10,ANXA5,HSPA9,PA2G4,PRKAG1,IDH2,RPL22,WARS1,PCBP2,CYB5R3,CLIC1,CCT4,NDRG1,LAMP2,SEPTIN11,RPLP2,SOD2
TISSUES	BTO:0000751	Leukocyte	10	924	0.53	0.0324	9606.ENSP00000262030,9606.ENSP00000273398,9606.ENSP00000297185,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000431240	ATP5F1B,ATP6V1A,HSPA9,RPL22,DDX21,PCBP2,CYB5R3,CCT4,VDAC1,RPLP2
TISSUES	BTO:0000452	Fibroblast	5	224	0.84	0.0373	9606.ENSP00000188790,9606.ENSP00000273258,9606.ENSP00000354612,9606.ENSP00000370254,9606.ENSP00000408411	FAP,ARL6IP5,PTGS1,AKR1C1,LAMP2
TISSUES	BTO:0001368	Thorax	8	640	0.59	0.0454	9606.ENSP00000290349,9606.ENSP00000297185,9606.ENSP00000352438,9606.ENSP00000364935,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000404854,9606.ENSP00000431240	CBR1,HSPA9,PCBP2,CLIC1,CCT4,VDAC1,NDRG1,RPLP2
COMPARTMENTS	GOCC:0005622	Intracellular	56	11512	0.18	0.00029	9606.ENSP00000188790,9606.ENSP00000216802,9606.ENSP00000216962,9606.ENSP00000224807,9606.ENSP00000233025,9606.ENSP00000253413,9606.ENSP00000261263,9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000264065,9606.ENSP00000273398,9606.ENSP00000290349,9606.ENSP00000291568,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000303992,9606.ENSP00000308405,9606.ENSP00000309477,9606.ENSP00000323867,9606.ENSP00000324422,9606.ENSP00000325240,9606.ENSP00000328088,9606.ENSP00000328484,9606.ENSP00000330074,9606.ENSP00000331019,9606.ENSP00000331897,9606.ENSP00000341625,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000347495,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000354612,9606.ENSP00000355325,9606.ENSP00000357695,9606.ENSP00000363745,9606.ENSP00000364119,9606.ENSP00000364935,9606.ENSP00000364949,9606.ENSP00000367220,9606.ENSP00000370254,9606.ENSP00000371554,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000380781,9606.ENSP00000399457,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000422896,9606.ENSP00000431240,9606.ENSP00000446252,9606.ENSP00000478061,9606.ENSP00000499501,9606.ENSP00000499935	FAP,PSME2,PYGB,SFXN3,SPCS1,ATP6V1E1,RAB21,ATP5F1B,COTL1,DNAJC10,ATP6V1A,CBR1,CSTB,ANXA5,HSPA9,PA2G4,TMEM43,H2AZ2,ACO1,PRKAG1,ZYX,LASP1,PAWR,H2AC14,H1-5,RPS27L,IDH2,CYB5A,RPL22,DDX21,WARS1,RAC1,PCBP2,CYB5R3,PTGS1,PSMB5,S100A16,HNRNPR,EIF2S2,CLIC1,DDAH2,ACTR2,AKR1C1,SOD3,CCT4,VDAC1,NFIX,DDOST,NDRG1,LAMP2,SEPTIN11,RPLP2,SOD2,MARCKS,H3-2,AK2
COMPARTMENTS	GOCC:0005925	Focal adhesion	9	269	1.02	0.00029	9606.ENSP00000188790,9606.ENSP00000261263,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000324422,9606.ENSP00000325240,9606.ENSP00000348461,9606.ENSP00000367220,9606.ENSP00000478061	FAP,RAB21,ANXA5,HSPA9,ZYX,LASP1,RAC1,ACTR2,MARCKS
COMPARTMENTS	GOCC:0005737	Cytoplasm	45	8195	0.23	0.00096	9606.ENSP00000216962,9606.ENSP00000224807,9606.ENSP00000233025,9606.ENSP00000253413,9606.ENSP00000261263,9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000264065,9606.ENSP00000273398,9606.ENSP00000290349,9606.ENSP00000291568,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000309477,9606.ENSP00000323867,9606.ENSP00000324422,9606.ENSP00000325240,9606.ENSP00000328088,9606.ENSP00000331897,9606.ENSP00000341625,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000347495,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000354612,9606.ENSP00000355325,9606.ENSP00000357695,9606.ENSP00000364119,9606.ENSP00000364935,9606.ENSP00000364949,9606.ENSP00000367220,9606.ENSP00000370254,9606.ENSP00000371554,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000399457,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000422896,9606.ENSP00000431240,9606.ENSP00000446252,9606.ENSP00000499935	PYGB,SFXN3,SPCS1,ATP6V1E1,RAB21,ATP5F1B,COTL1,DNAJC10,ATP6V1A,CBR1,CSTB,ANXA5,HSPA9,PA2G4,ACO1,PRKAG1,ZYX,LASP1,PAWR,IDH2,CYB5A,RPL22,DDX21,WARS1,RAC1,PCBP2,CYB5R3,PTGS1,PSMB5,S100A16,EIF2S2,CLIC1,DDAH2,ACTR2,AKR1C1,SOD3,CCT4,VDAC1,DDOST,NDRG1,LAMP2,SEPTIN11,RPLP2,SOD2,AK2
COMPARTMENTS	GOCC:0005829	Cytosol	25	3054	0.41	0.0015	9606.ENSP00000253413,9606.ENSP00000261263,9606.ENSP00000262428,9606.ENSP00000273398,9606.ENSP00000290349,9606.ENSP00000291568,9606.ENSP00000296511,9606.ENSP00000309477,9606.ENSP00000323867,9606.ENSP00000324422,9606.ENSP00000341625,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000347495,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000357695,9606.ENSP00000364119,9606.ENSP00000364949,9606.ENSP00000367220,9606.ENSP00000370254,9606.ENSP00000377958,9606.ENSP00000404854,9606.ENSP00000431240	ATP6V1E1,RAB21,COTL1,ATP6V1A,CBR1,CSTB,ANXA5,ACO1,PRKAG1,ZYX,CYB5A,RPL22,DDX21,WARS1,RAC1,PCBP2,CYB5R3,S100A16,EIF2S2,DDAH2,ACTR2,AKR1C1,CCT4,NDRG1,RPLP2
COMPARTMENTS	GOCC:0031982	Vesicle	20	2125	0.47	0.0016	9606.ENSP00000216962,9606.ENSP00000261263,9606.ENSP00000262428,9606.ENSP00000273398,9606.ENSP00000291568,9606.ENSP00000296511,9606.ENSP00000302886,9606.ENSP00000331897,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000354612,9606.ENSP00000364935,9606.ENSP00000367220,9606.ENSP00000378487,9606.ENSP00000399457,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000446252,9606.ENSP00000478061	PYGB,RAB21,COTL1,ATP6V1A,CSTB,ANXA5,PA2G4,IDH2,RAC1,PCBP2,CYB5R3,PTGS1,CLIC1,ACTR2,VDAC1,DDOST,NDRG1,LAMP2,SOD2,MARCKS
COMPARTMENTS	GOCC:0043226	Organelle	50	10113	0.19	0.0016	9606.ENSP00000216962,9606.ENSP00000224807,9606.ENSP00000233025,9606.ENSP00000253413,9606.ENSP00000261263,9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000264065,9606.ENSP00000273398,9606.ENSP00000291568,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000303992,9606.ENSP00000308405,9606.ENSP00000309477,9606.ENSP00000324422,9606.ENSP00000325240,9606.ENSP00000328088,9606.ENSP00000328484,9606.ENSP00000330074,9606.ENSP00000331019,9606.ENSP00000331897,9606.ENSP00000341625,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000354612,9606.ENSP00000355325,9606.ENSP00000357695,9606.ENSP00000357980,9606.ENSP00000363745,9606.ENSP00000364935,9606.ENSP00000367220,9606.ENSP00000370254,9606.ENSP00000371554,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000380781,9606.ENSP00000399457,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000422896,9606.ENSP00000431240,9606.ENSP00000446252,9606.ENSP00000478061,9606.ENSP00000499501,9606.ENSP00000499935	PYGB,SFXN3,SPCS1,ATP6V1E1,RAB21,ATP5F1B,COTL1,DNAJC10,ATP6V1A,CSTB,ANXA5,HSPA9,PA2G4,TMEM43,H2AZ2,ACO1,ZYX,LASP1,PAWR,H2AC14,H1-5,RPS27L,IDH2,CYB5A,RPL22,DDX21,RAC1,PCBP2,CYB5R3,PTGS1,PSMB5,S100A16,HTRA1,HNRNPR,CLIC1,ACTR2,AKR1C1,SOD3,CCT4,VDAC1,NFIX,DDOST,NDRG1,LAMP2,SEPTIN11,RPLP2,SOD2,MARCKS,H3-2,AK2
