#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
TISSUES	BTO:0000449	Fetus	21	1318	0.37	0.0107	9606.ENSP00000252711,9606.ENSP00000261427,9606.ENSP00000285930,9606.ENSP00000289968,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000297268,9606.ENSP00000305988,9606.ENSP00000353731,9606.ENSP00000354876,9606.ENSP00000357709,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000369757,9606.ENSP00000375730,9606.ENSP00000391942,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000431822,9606.ENSP00000456436,9606.ENSP00000479153	NDUFA10,UBE2K,AKR1B1,ARHGAP17,ITGA5,NCSTN,COL1A2,ALCAM,DPP4,MT-CO2,S100A6,COL5A1,ENG,RPS6,RPL13A,NECAP2,EWSR1,RHOA,FAU,CNN2,EHD1
TISSUES	BTO:0001078	Placenta	20	1244	0.37	0.0134	9606.ENSP00000252711,9606.ENSP00000285930,9606.ENSP00000289968,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000297268,9606.ENSP00000305988,9606.ENSP00000353731,9606.ENSP00000354876,9606.ENSP00000357709,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000369757,9606.ENSP00000375730,9606.ENSP00000391942,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000431822,9606.ENSP00000456436,9606.ENSP00000479153	NDUFA10,AKR1B1,ARHGAP17,ITGA5,NCSTN,COL1A2,ALCAM,DPP4,MT-CO2,S100A6,COL5A1,ENG,RPS6,RPL13A,NECAP2,EWSR1,RHOA,FAU,CNN2,EHD1
TISSUES	BTO:0001023	Ovary cancer cell	5	84	0.94	0.0142	9606.ENSP00000171887,9606.ENSP00000233078,9606.ENSP00000242351,9606.ENSP00000373706,9606.ENSP00000400142	TNS1,DAZAP1,ZC3HAV1,DIAPH1,EWSR1
TISSUES	BTO:0001493	Trunk	17	1014	0.39	0.0238	9606.ENSP00000265052,9606.ENSP00000301587,9606.ENSP00000309830,9606.ENSP00000314615,9606.ENSP00000339587,9606.ENSP00000348099,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000354201,9606.ENSP00000357873,9606.ENSP00000362299,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000375730,9606.ENSP00000389103,9606.ENSP00000419325,9606.ENSP00000464342	MGLL,ATP5PD,RPL38,ARFGAP1,GSDME,PDLIM7,STIP1,CES1,UBE2Z,ACADSB,ENG,RPS6,TMSB4X,RPL13A,RPL23A,SUCLG2,RPL36
TISSUES	BTO:0000886	Mucosa	9	340	0.59	0.0246	9606.ENSP00000242351,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000317904,9606.ENSP00000326804,9606.ENSP00000338727,9606.ENSP00000358307,9606.ENSP00000392043,9606.ENSP00000443459	ZC3HAV1,FUS,MICAL2,GYS1,CUL1,LRRFIP2,NHLRC2,ATP2B1,BCAT1
TISSUES	BTO:0000202	Sense organ	18	1124	0.37	0.0267	9606.ENSP00000078429,9606.ENSP00000215567,9606.ENSP00000269143,9606.ENSP00000285930,9606.ENSP00000297268,9606.ENSP00000307889,9606.ENSP00000339587,9606.ENSP00000346015,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000389103,9606.ENSP00000399229,9606.ENSP00000400175,9606.ENSP00000478600,9606.ENSP00000498684,9606.ENSP00000499387	GNA11,TECR,AFG3L2,AKR1B1,COL1A2,RPL13,GSDME,RPL27A,RPS6,TMSB4X,RPL13A,DBN1,RPL23A,MXRA8,RHOA,P3H3,FHL1,SDF4
TISSUES	BTO:0001271	Leukemia cell	17	1067	0.37	0.0395	9606.ENSP00000223641,9606.ENSP00000245932,9606.ENSP00000253108,9606.ENSP00000254108,9606.ENSP00000293379,9606.ENSP00000296585,9606.ENSP00000305988,9606.ENSP00000342374,9606.ENSP00000346015,9606.ENSP00000351646,9606.ENSP00000357113,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000377470,9606.ENSP00000429931	SEC61B,VASP,EIF3G,FUS,ITGA5,ITGA2,ALCAM,SNRPD2,RPL27A,STIP1,IFI16,RBBP7,RPS6,TMSB4X,CD99,CNP,EIF3H
COMPARTMENTS	GOCC:0005737	Cytoplasm	108	8195	0.29	8.48e-17	9606.ENSP00000078429,9606.ENSP00000204566,9606.ENSP00000215567,9606.ENSP00000223127,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000233078,9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000246337,9606.ENSP00000252711,9606.ENSP00000252804,9606.ENSP00000253108,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000256196,9606.ENSP00000260102,9606.ENSP00000260128,9606.ENSP00000261427,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000288235,9606.ENSP00000289968,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000301587,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000313854,9606.ENSP00000314615,9606.ENSP00000317904,9606.ENSP00000319096,9606.ENSP00000319992,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000339587,9606.ENSP00000340836,9606.ENSP00000341117,9606.ENSP00000342374,9606.ENSP00000343635,9606.ENSP00000346015,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000356584,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000358307,9606.ENSP00000359504,9606.ENSP00000360882,9606.ENSP00000363205,9606.ENSP00000363809,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369071,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000371362,9606.ENSP00000371388,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000377470,9606.ENSP00000384126,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400175,9606.ENSP00000411719,9606.ENSP00000417354,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000429931,9606.ENSP00000431822,9606.ENSP00000436049,9606.ENSP00000443459,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000464342,9606.ENSP00000471455,9606.ENSP00000475924,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058,9606.ENSP00000499387	GNA11,SPG21,TECR,PLOD3,SEC61B,SLC25A11,DAZAP1,ZC3HAV1,VASP,UROD,NDUFA10,PXDN,EIF3G,FUS,MICAL2,RRAS2,MRPL15,SULF1,UBE2K,KPNA3,MGLL,AFG3L2,SCYL1,AKR1B1,MYO1E,ARHGAP17,NCSTN,ARFIP1,COL1A2,HSD3B7,ATP5PD,RPL13,GPD2,RPL38,CLPTM1L,ARFGAP1,GYS1,RAP2B,TMEM11,CUL1,HGS,GSDME,OSTF1,SDSL,SNRPD2,MEAK7,RPL27A,P3H4,PDLIM7,STOML2,STIP1,CES1,DPP4,GPX7,MT-CO2,SCCPDH,DYNLT1,TOR1AIP2,IFI16,S100A6,ACADSB,NDUFAF4,NHLRC2,GBP1,COL5A1,NFS1,SLC39A7,MAPRE1,LMO7,RRBP1,POSTN,RPS6,TMSB4X,CD99,NADK2,SRXN1,DIAPH1,RPL13A,DBN1,SUCLG1,CNP,LRRC32,AP1M1,RPL23A,PPP1R12A,NECAP2,ATP2B1,TMX1,MXRA8,RHOA,MPST,GOLIM4,FAM162A,SUCLG2,EIF3H,FAU,EIF3M,BCAT1,ALDH6A1,CNN2,RPL36,CCDC124,POLDIP2,EHD1,RPL11,FHL1,DIABLO,SDF4
COMPARTMENTS	GOCC:0005622	Intracellular	119	11512	0.18	1.49e-11	9606.ENSP00000078429,9606.ENSP00000204566,9606.ENSP00000215567,9606.ENSP00000223127,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000233078,9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000246337,9606.ENSP00000252711,9606.ENSP00000252804,9606.ENSP00000253108,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000256196,9606.ENSP00000260102,9606.ENSP00000260128,9606.ENSP00000261427,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000288235,9606.ENSP00000289968,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000298198,9606.ENSP00000301587,9606.ENSP00000304102,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000313854,9606.ENSP00000314615,9606.ENSP00000317904,9606.ENSP00000319096,9606.ENSP00000319992,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000339587,9606.ENSP00000340836,9606.ENSP00000341117,9606.ENSP00000342374,9606.ENSP00000343635,9606.ENSP00000346015,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354201,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000356584,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000358307,9606.ENSP00000359504,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000363809,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369071,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000371362,9606.ENSP00000371388,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000377470,9606.ENSP00000381461,9606.ENSP00000384126,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000411719,9606.ENSP00000415151,9606.ENSP00000417354,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000429931,9606.ENSP00000431822,9606.ENSP00000436049,9606.ENSP00000443459,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000471455,9606.ENSP00000475924,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058,9606.ENSP00000499387	GNA11,SPG21,TECR,PLOD3,SEC61B,SLC25A11,DAZAP1,ZC3HAV1,VASP,UROD,NDUFA10,PXDN,EIF3G,FUS,MICAL2,RRAS2,MRPL15,SULF1,UBE2K,KPNA3,MGLL,AFG3L2,SCYL1,AKR1B1,MYO1E,ARHGAP17,NCSTN,ARFIP1,COL1A2,HSD3B7,PGM2L1,ATP5PD,COPS6,RPL13,GPD2,RPL38,CLPTM1L,ARFGAP1,GYS1,RAP2B,TMEM11,SRRM1,CUL1,HGS,GSDME,OSTF1,SDSL,SNRPD2,MEAK7,RPL27A,P3H4,PDLIM7,STOML2,STIP1,CES1,DPP4,UBE2Z,GPX7,MT-CO2,SCCPDH,DYNLT1,TOR1AIP2,IFI16,S100A6,ACADSB,NDUFAF4,NHLRC2,GBP1,COL5A1,ENG,NFS1,SLC39A7,MAPRE1,LMO7,RRBP1,POSTN,RBBP7,RPS6,TMSB4X,CD99,NADK2,SRXN1,DIAPH1,RPL13A,DBN1,SUCLG1,CNP,PPME1,LRRC32,AP1M1,RPL23A,PPP1R12A,NECAP2,ATP2B1,TMX1,MXRA8,EWSR1,RHOA,SLC9A3R2,MPST,CBFB,GOLIM4,FAM162A,SUCLG2,EIF3H,FAU,EIF3M,BCAT1,ALDH6A1,CNN2,RSL1D1,RPL36,CCDC124,POLDIP2,EHD1,RPL11,FHL1,DIABLO,SDF4
COMPARTMENTS	GOCC:0110165	Cellular anatomical entity	128	14060	0.13	6.98e-10	9606.ENSP00000078429,9606.ENSP00000171887,9606.ENSP00000204566,9606.ENSP00000215567,9606.ENSP00000223127,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000233078,9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000246337,9606.ENSP00000251157,9606.ENSP00000252711,9606.ENSP00000252804,9606.ENSP00000253108,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000256196,9606.ENSP00000260102,9606.ENSP00000260128,9606.ENSP00000261427,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000288235,9606.ENSP00000289968,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000296585,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000301587,9606.ENSP00000304102,9606.ENSP00000305988,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000313854,9606.ENSP00000314615,9606.ENSP00000317904,9606.ENSP00000319096,9606.ENSP00000319992,9606.ENSP00000320084,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000339587,9606.ENSP00000340836,9606.ENSP00000341117,9606.ENSP00000342374,9606.ENSP00000343635,9606.ENSP00000346015,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000350949,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354201,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000356584,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000358307,9606.ENSP00000359504,9606.ENSP00000360184,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000363809,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369071,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000370839,9606.ENSP00000371362,9606.ENSP00000371388,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000377470,9606.ENSP00000381461,9606.ENSP00000382814,9606.ENSP00000384126,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000411719,9606.ENSP00000415151,9606.ENSP00000417354,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000429931,9606.ENSP00000431822,9606.ENSP00000436049,9606.ENSP00000443459,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000471455,9606.ENSP00000475924,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058,9606.ENSP00000499387	GNA11,TNS1,SPG21,TECR,PLOD3,SEC61B,SLC25A11,DAZAP1,ZC3HAV1,VASP,UROD,DOCK7,NDUFA10,PXDN,EIF3G,FUS,MICAL2,RRAS2,MRPL15,SULF1,UBE2K,KPNA3,MGLL,AFG3L2,SCYL1,AKR1B1,MYO1E,ARHGAP17,ITGA5,NCSTN,ARFIP1,ITGA2,COL1A2,HSD3B7,ATP5PD,COPS6,ALCAM,RPL13,GPD2,RPL38,CLPTM1L,ARFGAP1,GYS1,RAP2B,TMEM11,CD276,SRRM1,CUL1,HGS,GSDME,OSTF1,SDSL,SNRPD2,MEAK7,RPL27A,P3H4,PDLIM7,STOML2,GMPPA,STIP1,CES1,DPP4,UBE2Z,GPX7,MT-CO2,SCCPDH,DYNLT1,TOR1AIP2,IFI16,S100A6,ACADSB,NDUFAF4,NHLRC2,GBP1,TM9SF3,COL5A1,ENG,NFS1,SLC39A7,MAPRE1,LMO7,RRBP1,POSTN,RBBP7,RPS6,TMSB4X,CD99,SGCB,NADK2,SRXN1,DIAPH1,RPL13A,DBN1,SUCLG1,CNP,PPME1,FAM234A,LRRC32,AP1M1,RPL23A,PPP1R12A,NECAP2,ATP2B1,TMX1,MXRA8,EWSR1,RHOA,SLC9A3R2,MPST,CBFB,GOLIM4,FAM162A,SUCLG2,EIF3H,FAU,EIF3M,BCAT1,ALDH6A1,CNN2,RSL1D1,RPL36,CCDC124,POLDIP2,EHD1,RPL11,FHL1,DIABLO,SDF4
COMPARTMENTS	GOCC:0043229	Intracellular organelle	104	9609	0.2	4.84e-09	9606.ENSP00000204566,9606.ENSP00000215567,9606.ENSP00000223127,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000233078,9606.ENSP00000245932,9606.ENSP00000246337,9606.ENSP00000252711,9606.ENSP00000252804,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000256196,9606.ENSP00000260102,9606.ENSP00000260128,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000288235,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000301587,9606.ENSP00000304102,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000313854,9606.ENSP00000319096,9606.ENSP00000319992,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000340836,9606.ENSP00000342374,9606.ENSP00000343635,9606.ENSP00000346015,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354201,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000356584,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000358307,9606.ENSP00000359504,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000363809,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369071,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000371362,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000377470,9606.ENSP00000381461,9606.ENSP00000384126,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000411719,9606.ENSP00000415151,9606.ENSP00000417354,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000431822,9606.ENSP00000443459,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000475924,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058,9606.ENSP00000499387	SPG21,TECR,PLOD3,SEC61B,SLC25A11,DAZAP1,VASP,UROD,NDUFA10,PXDN,FUS,MICAL2,RRAS2,MRPL15,SULF1,KPNA3,MGLL,AFG3L2,SCYL1,AKR1B1,MYO1E,NCSTN,ARFIP1,COL1A2,HSD3B7,ATP5PD,COPS6,RPL13,GPD2,RPL38,CLPTM1L,RAP2B,TMEM11,SRRM1,CUL1,HGS,OSTF1,SNRPD2,MEAK7,RPL27A,P3H4,PDLIM7,STOML2,STIP1,CES1,DPP4,UBE2Z,GPX7,MT-CO2,SCCPDH,DYNLT1,TOR1AIP2,IFI16,S100A6,ACADSB,NDUFAF4,NHLRC2,GBP1,COL5A1,ENG,NFS1,SLC39A7,MAPRE1,LMO7,RRBP1,POSTN,RBBP7,RPS6,TMSB4X,CD99,NADK2,DIAPH1,RPL13A,DBN1,SUCLG1,CNP,PPME1,LRRC32,AP1M1,RPL23A,PPP1R12A,NECAP2,ATP2B1,TMX1,MXRA8,EWSR1,RHOA,MPST,CBFB,GOLIM4,FAM162A,SUCLG2,FAU,BCAT1,ALDH6A1,CNN2,RSL1D1,RPL36,POLDIP2,EHD1,RPL11,FHL1,DIABLO,SDF4
COMPARTMENTS	GOCC:0043226	Organelle	106	10113	0.19	1.47e-08	9606.ENSP00000204566,9606.ENSP00000215567,9606.ENSP00000223127,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000233078,9606.ENSP00000245932,9606.ENSP00000246337,9606.ENSP00000252711,9606.ENSP00000252804,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000256196,9606.ENSP00000260102,9606.ENSP00000260128,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000288235,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000301587,9606.ENSP00000304102,9606.ENSP00000305988,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000313854,9606.ENSP00000319096,9606.ENSP00000319992,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000340836,9606.ENSP00000342374,9606.ENSP00000343635,9606.ENSP00000346015,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000350949,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354201,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000356584,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000358307,9606.ENSP00000359504,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000363809,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369071,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000371362,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000377470,9606.ENSP00000381461,9606.ENSP00000384126,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000411719,9606.ENSP00000415151,9606.ENSP00000417354,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000431822,9606.ENSP00000443459,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000475924,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058,9606.ENSP00000499387	SPG21,TECR,PLOD3,SEC61B,SLC25A11,DAZAP1,VASP,UROD,NDUFA10,PXDN,FUS,MICAL2,RRAS2,MRPL15,SULF1,KPNA3,MGLL,AFG3L2,SCYL1,AKR1B1,MYO1E,NCSTN,ARFIP1,COL1A2,HSD3B7,ATP5PD,COPS6,ALCAM,RPL13,GPD2,RPL38,CLPTM1L,RAP2B,TMEM11,SRRM1,CUL1,HGS,OSTF1,SNRPD2,MEAK7,RPL27A,P3H4,PDLIM7,STOML2,GMPPA,STIP1,CES1,DPP4,UBE2Z,GPX7,MT-CO2,SCCPDH,DYNLT1,TOR1AIP2,IFI16,S100A6,ACADSB,NDUFAF4,NHLRC2,GBP1,COL5A1,ENG,NFS1,SLC39A7,MAPRE1,LMO7,RRBP1,POSTN,RBBP7,RPS6,TMSB4X,CD99,NADK2,DIAPH1,RPL13A,DBN1,SUCLG1,CNP,PPME1,LRRC32,AP1M1,RPL23A,PPP1R12A,NECAP2,ATP2B1,TMX1,MXRA8,EWSR1,RHOA,MPST,CBFB,GOLIM4,FAM162A,SUCLG2,FAU,BCAT1,ALDH6A1,CNN2,RSL1D1,RPL36,POLDIP2,EHD1,RPL11,FHL1,DIABLO,SDF4
